position_grid,position_final,dr_position_champ,dr_points,milliseconds,fastestLapTime,ct_points,ct_position,ct_wins,dr_wins,pt_stop,pt_dur_milliseconds,run_win,status
22,18,18,0.0,\N,1:23.230,0.0,11,0,0,6,22602.666666666668,0,+2 Laps
15,19,19,0.0,\N,1:29.449,0.0,10,0,0,6,26306.0,0,+2 Laps
22,20,20,0.0,\N,1:30.280,0.0,11,0,0,1,28685.0,0,+2 Laps
16,19,19,0.0,\N,1:43.979,0.0,11,0,0,3,30890.0,0,+2 Laps
16,11,11,0.0,\N,1:33.338,0.0,8,0,0,1,23353.0,0,+2 Laps
19,15,15,0.0,\N,1:45.414,0.0,10,0,0,3,24093.0,0,+2 Laps
20,16,16,0.0,\N,1:45.963,0.0,10,0,0,3,25013.0,0,+2 Laps
18,16,16,0.0,\N,1:41.759,0.0,10,0,0,3,26291.0,0,+2 Laps
19,16,16,0.0,\N,1:21.715,0.0,10,0,0,1,27554.0,0,+2 Laps
18,17,17,0.0,\N,1:22.693,0.0,10,0,0,1,28606.0,0,+2 Laps
14,16,16,0.0,\N,1:19.088,21.0,6,0,0,1,24795.0,0,+2 Laps
11,13,13,0.0,\N,1:12.516,21.0,7,0,0,6,22964.0,0,+2 Laps
19,15,15,0.0,\N,1:29.868,0.0,10,0,0,15,21791.6,0,+2 Laps
13,15,15,0.0,\N,1:31.098,0.0,10,0,0,1,29382.0,0,+2 Laps
14,16,16,0.0,\N,1:31.311,0.0,10,0,0,1,26435.0,0,+2 Laps
20,14,14,0.0,\N,1:55.312,0.0,10,0,0,3,31608.0,0,+2 Laps
19,15,15,0.0,\N,1:55.890,0.0,10,0,0,3,34122.5,0,+2 Laps
5,17,17,0.0,\N,1:38.595,208.0,3,0,0,6,28523.666666666668,0,+2 Laps
19,18,18,0.0,\N,1:41.467,0.0,10,0,0,3,25117.0,0,+2 Laps
17,14,14,0.0,\N,1:44.926,0.0,10,0,0,3,31410.5,0,+2 Laps
16,15,15,0.0,\N,1:25.005,0.0,10,0,0,3,27904.5,0,+2 Laps
17,16,16,0.0,\N,1:25.540,0.0,10,0,0,3,24655.5,0,+2 Laps
12,16,16,0.0,\N,1:15.789,36.0,8,0,0,6,26316.333333333332,0,+2 Laps
16,17,17,0.0,\N,1:44.796,27.0,9,0,0,10,26435.25,0,+2 Laps
19,18,18,0.0,\N,1:49.610,0.0,10,0,0,3,22883.5,0,+2 Laps
20,18,18,0.0,\N,1:41.907,0.0,11,0,0,3,44292.0,0,+2 Laps
15,13,13,0.0,\N,1:20.219,22.0,8,0,0,3,29300.5,0,+2 Laps
20,14,14,0.0,\N,1:20.372,0.0,11,0,0,1,26517.0,0,+2 Laps
13,13,13,0.0,\N,1:17.728,22.0,8,0,0,3,23670.0,0,+2 Laps
14,14,14,0.0,\N,1:17.281,22.0,8,0,0,6,26283.0,0,+2 Laps
21,15,15,0.0,\N,1:18.100,0.0,10,0,0,3,23128.0,0,+2 Laps
18,18,18,0.0,\N,1:17.883,0.0,10,0,0,3,23797.5,0,+2 Laps
17,17,17,0.0,\N,1:18.282,0.0,11,0,0,3,24650.0,0,+2 Laps
19,19,19,0.0,\N,1:18.658,0.0,11,0,0,3,27400.5,0,+2 Laps
16,18,18,0.0,\N,1:51.365,0.0,11,0,0,1,33405.0,0,+2 Laps
18,18,18,0.0,\N,1:25.296,94.0,4,0,0,3,22079.5,0,+2 Laps
22,20,20,0.0,\N,1:25.475,0.0,11,0,0,6,23459.666666666668,0,+2 Laps
20,19,19,0.0,\N,1:26.524,1.0,10,0,0,3,23125.5,0,+2 Laps
21,21,21,0.0,\N,1:27.791,1.0,10,0,0,1,24254.0,0,+2 Laps
14,19,19,0.0,\N,1:21.127,6.0,9,0,0,6,21903.666666666668,0,+2 Laps
17,17,17,0.0,\N,1:20.710,1.0,10,0,0,6,19699.0,0,+2 Laps
19,20,20,0.0,\N,1:21.845,1.0,10,0,0,6,24474.0,0,+2 Laps
22,18,18,0.0,\N,1:21.212,0.0,11,0,0,3,19733.0,0,+2 Laps
21,18,18,0.0,\N,1:51.748,1.0,10,0,0,10,50427.0,0,+2 Laps
22,18,18,0.0,\N,1:43.585,1.0,10,0,0,6,25804.333333333332,0,+2 Laps
20,21,21,0.0,\N,1:24.964,1.0,10,0,0,1,23866.0,0,+2 Laps
16,12,12,0.0,\N,1:29.052,0.0,8,0,0,1,28591.0,0,+2 Laps
18,13,13,0.0,\N,1:29.440,0.0,9,0,0,1,39562.0,0,+2 Laps
17,16,16,0.0,\N,1:40.922,0.0,9,0,0,3,31032.5,0,+2 Laps
17,15,15,0.0,\N,1:24.843,14.0,7,0,0,6,23557.0,0,+2 Laps
16,11,11,0.0,\N,1:26.213,4.0,9,0,0,3,22885.0,0,+2 Laps
11,14,14,0.0,\N,1:26.371,9.0,8,0,0,6,23856.333333333332,0,+2 Laps
7,12,12,0.0,\N,1:23.894,0.0,10,0,0,6,22989.0,0,+2 Laps
9,13,13,0.0,\N,1:26.472,18.0,6,0,0,6,28656.666666666668,0,+2 Laps
18,16,16,0.0,\N,1:26.838,18.0,6,0,0,3,22085.5,0,+2 Laps
20,15,15,0.0,\N,1:17.091,4.0,9,0,0,3,37979.5,0,+2 Laps
19,15,15,0.0,\N,1:09.284,5.0,9,0,0,1,22339.0,0,+2 Laps
18,15,15,0.0,\N,1:23.573,5.0,10,0,0,3,23605.5,0,+2 Laps
20,16,16,0.0,\N,1:21.752,5.0,10,0,0,3,24638.0,0,+2 Laps
12,16,16,0.0,\N,1:26.547,5.0,10,0,0,1,25212.0,0,+2 Laps
19,12,12,0.0,\N,1:49.061,5.0,10,0,0,21,34962.0,0,+2 Laps
19,18,18,0.0,\N,1:36.630,5.0,10,0,0,1,24719.0,0,+2 Laps
17,15,15,0.0,\N,1:36.430,5.0,10,0,0,6,24764.666666666668,0,+2 Laps
15,15,15,0.0,\N,1:20.345,47.0,8,0,0,3,25898.0,0,+2 Laps
13,14,14,0.0,\N,1:21.638,5.0,10,0,0,1,23358.0,0,+2 Laps
16,16,16,0.0,\N,1:11.862,82.0,5,0,0,15,20916.6,0,+2 Laps
11,15,15,0.0,\N,1:13.532,47.0,8,0,0,10,24399.75,0,+2 Laps
15,9,9,2.0,\N,1:21.128,18.0,7,0,0,3,22340.0,0,+2 Laps
14,10,10,1.0,\N,1:22.122,11.0,9,0,0,1,21995.0,0,+2 Laps
17,13,13,0.0,\N,1:22.487,11.0,9,0,0,1,22100.0,0,+2 Laps
18,11,11,0.0,\N,1:22.095,4.0,10,0,0,1,21351.0,0,+2 Laps
20,12,12,0.0,\N,1:21.439,13.0,8,0,0,3,22551.5,0,+2 Laps
17,17,17,0.0,\N,1:14.944,4.0,10,0,0,6,29947.666666666668,0,+2 Laps
19,15,15,0.0,\N,1:16.403,12.0,9,0,0,1,23529.0,0,+2 Laps
15,16,16,0.0,\N,1:15.765,40.0,5,0,0,3,32272.5,0,+2 Laps
18,17,17,0.0,\N,1:15.924,4.0,10,0,0,1,23531.0,0,+2 Laps
17,13,13,0.0,\N,1:08.971,4.0,10,0,0,3,23966.0,0,+2 Laps
14,14,14,0.0,\N,1:09.203,4.0,10,0,0,3,22240.0,0,+2 Laps
14,15,15,0.0,\N,1:23.671,18.0,9,0,0,1,22640.0,0,+2 Laps
20,16,16,0.0,\N,1:23.708,4.0,10,0,0,1,21509.0,0,+2 Laps
15,17,17,0.0,\N,1:22.660,4.0,10,0,0,1,21291.0,0,+2 Laps
19,19,19,0.0,\N,1:45.902,7.0,10,0,0,3,32249.5,0,+2 Laps
16,18,18,0.0,\N,1:41.905,76.0,5,0,0,6,29814.333333333332,0,+2 Laps
11,17,17,0.0,\N,1:39.731,91.0,4,0,0,1,30021.0,0,+2 Laps
15,16,16,0.0,\N,1:39.922,58.0,6,0,0,1,29636.0,0,+2 Laps
13,18,18,0.0,\N,1:39.838,7.0,10,0,0,1,29912.0,0,+2 Laps
15,14,14,0.0,\N,1:39.646,7.0,10,0,0,6,27984.666666666668,0,+2 Laps
7,6,6,8.0,\N,1:20.637,114.0,4,0,0,1,23037.0,0,+2 Laps
9,7,7,6.0,\N,1:20.537,36.0,8,0,0,1,22588.0,0,+2 Laps
10,9,9,2.0,\N,1:22.440,36.0,8,0,0,1,31406.0,0,+2 Laps
15,8,8,4.0,\N,1:21.921,62.0,6,0,0,1,22174.0,0,+2 Laps
20,10,10,1.0,\N,1:22.755,33.0,9,0,0,3,22812.5,0,+2 Laps
14,14,14,0.0,\N,1:22.438,33.0,9,0,0,3,22804.0,0,+2 Laps
11,11,11,0.0,\N,1:22.629,47.0,7,0,0,3,25281.0,0,+2 Laps
17,12,12,0.0,\N,1:22.983,7.0,10,0,0,3,23911.0,0,+2 Laps
19,13,13,0.0,\N,1:22.640,7.0,10,0,0,1,22732.0,0,+2 Laps
16,15,15,0.0,\N,1:21.874,84.0,5,0,0,1,22390.0,0,+2 Laps
17,17,17,0.0,\N,1:12.643,62.0,6,0,0,3,28399.5,0,+2 Laps
14,16,16,0.0,\N,1:14.262,7.0,10,0,0,1,23273.0,0,+2 Laps
19,18,18,0.0,\N,1:11.751,7.0,10,0,0,3,24445.5,0,+2 Laps
19,16,16,0.0,\N,1:28.713,0.0,10,0,0,3,21616.0,0,+2 Laps
20,16,16,0.0,\N,1:37.903,0.0,10,0,0,3,24490.0,0,+2 Laps
17,16,16,0.0,\N,1:37.283,0.0,10,0,0,3,24148.5,0,+2 Laps
18,17,17,0.0,\N,1:39.772,0.0,10,0,0,1,32627.0,0,+2 Laps
16,15,15,0.0,\N,1:47.251,0.0,10,0,0,3,20613.0,0,+2 Laps
0,16,16,0.0,\N,1:47.709,0.0,10,0,0,6,18936.333333333332,0,+2 Laps
18,19,19,0.0,\N,1:16.299,13.0,9,0,0,1,35651.0,0,+2 Laps
0,17,17,0.0,\N,1:17.309,16.0,8,0,0,1,24381.0,0,+2 Laps
18,16,16,0.0,\N,1:17.241,0.0,10,0,0,1,23686.0,0,+2 Laps
18,18,18,0.0,\N,1:36.608,0.0,10,0,0,1,29792.0,0,+2 Laps
20,19,19,0.0,\N,1:35.830,0.0,10,0,0,3,34722.0,0,+2 Laps
10,19,19,0.0,\N,1:08.903,16.0,9,0,0,6,20592.0,0,+2 Laps
0,18,18,0.0,\N,1:09.926,0.0,10,0,0,1,22772.0,0,+2 Laps
17,18,18,0.0,\N,1:23.134,32.0,7,0,0,1,23218.0,0,+2 Laps
13,15,15,0.0,\N,1:21.932,43.0,5,0,0,1,23002.0,0,+2 Laps
18,17,17,0.0,\N,1:20.603,31.0,8,0,0,3,21824.0,0,+2 Laps
15,16,16,0.0,\N,1:22.386,1.0,10,0,0,1,21333.0,0,+2 Laps
15,17,17,0.0,\N,1:24.989,1.0,10,0,0,3,27851.0,0,+2 Laps
18,16,16,0.0,\N,1:35.458,1.0,10,0,0,1,23792.0,0,+2 Laps
0,17,17,0.0,\N,1:36.332,1.0,10,0,0,3,24852.0,0,+2 Laps
17,15,15,0.0,\N,1:21.682,28.0,9,0,0,1,23084.0,0,+2 Laps
18,17,17,0.0,\N,1:21.581,28.0,9,0,0,1,24128.0,0,+2 Laps
19,16,16,0.0,\N,1:21.286,1.0,10,0,0,1,22887.0,0,+2 Laps
20,18,18,0.0,\N,1:20.696,1.0,10,0,0,3,23588.0,0,+2 Laps
18,17,17,0.0,\N,1:41.239,1.0,10,0,0,3,26225.0,0,+2 Laps
19,19,19,0.0,\N,1:44.500,1.0,10,0,0,1,21688.0,0,+2 Laps
11,16,16,0.0,\N,1:08.601,0.0,9,0,0,1,21697.0,0,+2 Laps
18,17,17,0.0,\N,1:08.806,0.0,9,0,0,1,22745.0,0,+2 Laps
17,19,19,0.0,\N,1:20.409,1.0,9,0,0,3,23611.0,0,+2 Laps
19,18,18,0.0,\N,1:22.030,0.0,10,0,0,3,22398.5,0,+2 Laps
13,19,19,0.0,\N,1:20.449,77.0,7,1,0,3,30077.0,0,+2 Laps
20,18,18,0.0,\N,1:21.859,0.0,10,0,0,1,26739.0,0,+2 Laps
17,19,19,0.0,\N,1:41.707,3.0,9,0,0,6,26015.666666666668,0,+2 Laps
18,16,16,0.0,\N,1:19.193,0.0,10,0,0,10,414042.5,0,+2 Laps
19,17,17,0.0,\N,1:20.402,0.0,10,0,0,10,399637.75,0,+2 Laps
18,18,18,0.0,\N,1:23.155,0.0,9,0,0,6,23431.666666666668,0,+2 Laps
19,17,17,0.0,\N,1:22.755,0.0,10,0,0,6,23572.666666666668,0,+2 Laps
20,19,19,0.0,\N,1:23.641,0.0,10,0,0,10,24236.5,0,+2 Laps
18,18,18,0.0,\N,1:22.637,0.0,10,0,0,3,23158.0,0,+2 Laps
20,19,19,0.0,\N,1:24.040,0.0,10,0,0,3,22800.0,0,+2 Laps
19,16,16,0.0,\N,1:10.005,0.0,10,0,0,1,22400.0,0,+2 Laps
19,18,18,0.0,\N,1:09.394,0.0,10,0,0,1,21798.0,0,+2 Laps
20,19,19,0.0,\N,1:09.757,0.0,10,0,0,3,22591.0,0,+2 Laps
12,12,12,0.0,\N,1:15.611,53.0,7,0,0,1,19389.0,0,+2 Laps
15,13,13,0.0,\N,1:13.958,53.0,7,0,0,3,18672.5,0,+2 Laps
7,14,14,0.0,\N,1:15.125,3.0,9,0,0,3,19546.0,0,+2 Laps
16,15,15,0.0,\N,1:15.442,3.0,9,0,0,1,19708.0,0,+2 Laps
0,16,16,0.0,\N,1:15.790,20.0,8,0,0,1,20646.0,0,+2 Laps
15,18,18,0.0,\N,1:41.713,0.0,10,0,0,3,32029.0,0,+2 Laps
14,19,19,0.0,\N,1:34.209,0.0,10,0,0,1,23892.0,0,+2 Laps
18,20,20,0.0,\N,1:35.438,0.0,10,0,0,1,23829.0,0,+2 Laps
16,16,16,0.0,\N,1:41.395,0.0,10,0,0,3,24270.0,0,+2 Laps
17,17,17,0.0,\N,1:42.886,0.0,10,0,0,6,26484.333333333332,0,+2 Laps
1,15,15,0.0,\N,1:17.774,478.5,1,6,1,10,25812.5,0,+2 Laps
20,14,14,0.0,\N,1:20.930,68.0,7,0,0,3,24821.0,0,+2 Laps
16,16,16,0.0,\N,1:22.016,23.0,8,0,0,1,21984.0,0,+2 Laps
13,17,17,0.0,\N,1:21.546,23.0,8,0,0,3,23210.0,0,+2 Laps
19,17,17,0.0,\N,1:14.954,0.0,10,0,0,6,20002.666666666668,0,+2 Laps
18,18,18,0.0,\N,1:13.793,0.0,10,0,0,15,25569.2,0,+2 Laps
20,18,18,0.0,\N,1:27.340,0.0,10,0,0,1,26515.0,0,+2 Laps
15,17,17,0.0,\N,1:25.768,23.0,8,0,0,3,30563.5,0,+2 Laps
8,17,17,0.0,\N,1:27.537,15.0,8,0,0,3,26755.0,0,+2 Laps
19,16,16,0.0,\N,1:27.246,3.0,10,0,0,6,22753.666666666668,0,+2 Laps
18,18,18,0.0,\N,1:28.281,3.0,10,0,0,10,23202.0,0,+2 Laps
16,19,19,0.0,\N,1:23.538,27.0,8,0,0,6,21907.0,0,+2 Laps
0,14,14,0.0,\N,1:46.458,373.0,3,0,0,10,30798.75,0,+2 Laps
18,18,18,0.0,\N,1:23.709,8.0,10,0,0,3,23932.5,0,+2 Laps
11,17,17,0.0,\N,1:35.822,0.0,10,0,0,21,32555.666666666668,0,+2 Laps
20,16,16,0.0,\N,1:16.269,249.0,1,6,2,15,27331.2,0,+2 Laps
9,15,15,0.0,\N,1:17.680,2.0,9,0,0,1,33706.0,0,+2 Laps
16,18,18,0.0,\N,1:17.302,1.0,10,0,0,6,26032.0,0,+2 Laps
18,17,17,0.0,\N,1:16.991,8.0,7,0,0,6,30963.666666666668,0,+2 Laps
19,\N,18,0.0,\N,1:34.918,0.0,7,0,0,1,24865.0,0,Water leak
18,\N,21,0.0,\N,1:27.149,0.0,10,0,0,15,21997.6,0,Water leak
14,\N,21,0.0,\N,1:24.137,8.0,8,0,0,1,18928.0,0,Water leak
10,\N,20,0.0,\N,1:30.579,173.0,4,0,0,1,21740.0,0,Water leak
22,14,14,0.0,\N,1:34.523,0.0,8,0,0,3,25852.5,0,+4 Laps
23,20,20,0.0,\N,1:32.549,0.0,11,0,0,6,22622.0,0,+4 Laps
22,17,17,0.0,\N,1:22.731,0.0,12,0,0,3,34121.0,0,+4 Laps
20,20,20,0.0,\N,1:40.435,0.0,10,0,0,6,25556.0,0,+4 Laps
20,17,17,0.0,\N,1:28.022,0.0,12,0,0,6,21254.666666666668,0,+4 Laps
22,18,18,0.0,\N,1:28.876,0.0,11,0,0,6,22686.0,0,+4 Laps
23,19,19,0.0,\N,1:59.064,0.0,11,0,0,6,37336.666666666664,0,+4 Laps
24,20,20,0.0,\N,1:58.283,0.0,11,0,0,10,35264.5,0,+4 Laps
20,18,18,0.0,\N,1:34.211,0.0,10,0,0,6,23967.0,0,+4 Laps
17,17,17,0.0,\N,1:20.707,0.0,10,0,0,1,30807.0,0,+4 Laps
20,16,16,0.0,\N,1:29.543,0.0,10,0,0,15,20789.8,0,+4 Laps
18,17,17,0.0,\N,1:19.098,0.0,10,0,0,3,26321.0,0,+4 Laps
17,18,18,0.0,\N,1:18.617,0.0,10,0,0,3,26099.0,0,+4 Laps
19,15,15,0.0,\N,1:19.868,0.0,11,0,0,6,27596.333333333332,0,+4 Laps
21,\N,15,0.0,\N,1:35.789,0.0,8,0,0,1,23792.0,0,+9 Laps
17,\N,16,0.0,\N,1:31.404,0.0,9,0,0,10,26175.0,0,Transmission
19,\N,23,0.0,\N,1:38.460,0.0,10,0,0,1,44037.0,0,Transmission
17,\N,21,0.0,\N,1:29.135,7.0,8,0,0,1,22425.0,0,Transmission
13,17,17,0.0,\N,1:43.880,12.0,6,0,0,3,23757.0,0,Transmission
7,\N,17,0.0,\N,1:33.503,0.0,10,0,0,1,23716.0,0,Collision
11,\N,19,0.0,\N,1:35.319,0.0,10,0,0,3,24504.5,0,Collision
10,\N,19,0.0,\N,1:20.058,50.0,4,0,0,1,28856.0,0,Collision
19,\N,20,0.0,\N,1:18.608,7.0,8,0,0,3,26728.5,0,Collision
2,\N,22,0.0,\N,1:34.223,101.0,3,0,0,6,25456.666666666668,0,Collision
2,\N,22,0.0,\N,1:55.647,295.0,2,4,2,1,21895.0,0,Collision
12,\N,24,0.0,\N,1:45.327,127.0,4,0,0,1,20238.0,0,Collision
8,\N,23,0.0,\N,1:45.469,72.0,5,0,0,1,21478.0,0,Collision
22,\N,23,0.0,\N,2:09.008,0.0,12,0,0,1,27378.0,0,Collision
16,\N,17,0.0,\N,1:31.940,10.0,4,0,0,6,22314.666666666668,0,Collision
14,16,16,0.0,\N,1:30.855,0.0,9,0,0,6,26421.333333333332,0,Collision
8,\N,24,0.0,\N,1:31.089,43.0,5,1,0,1,20113.0,0,Collision
12,16,16,0.0,\N,1:19.923,108.0,2,1,1,1,25219.0,0,Collision
2,19,19,0.0,\N,1:44.007,137.0,2,2,1,3,25218.0,0,Collision
7,\N,22,0.0,\N,1:45.082,60.0,6,0,0,3,24395.0,0,Collision
18,\N,23,0.0,\N,1:45.491,6.0,9,0,0,1,21303.0,0,Collision
15,\N,22,0.0,\N,1:39.781,60.0,6,0,0,1,25192.0,0,Collision
10,\N,23,0.0,\N,\N,44.0,8,0,0,1,32790.0,0,Collision
6,\N,20,0.0,\N,2:56.181,53.0,8,1,1,1,21842.0,0,Collision
9,\N,21,0.0,\N,1:56.047,136.0,5,1,0,3,30608.5,0,Collision
16,\N,20,0.0,\N,1:53.510,14.0,9,0,0,3,30198.5,0,Collision
9,\N,19,0.0,\N,1:47.521,288.0,4,1,0,3,23537.0,0,Collision
2,\N,20,0.0,\N,1:46.959,422.0,1,7,2,1,19066.0,0,Collision
7,\N,23,0.0,\N,1:49.340,136.0,5,1,1,1,29277.0,0,Collision
1,\N,20,0.0,\N,1:18.069,378.0,3,7,4,3,23008.0,0,Collision
12,\N,18,0.0,\N,1:19.426,12.0,7,0,0,1,25225.0,0,Collision
13,\N,17,0.0,\N,1:20.969,112.0,3,1,0,3,32272.5,0,Collision
16,\N,20,0.0,\N,1:20.881,0.0,9,0,0,3,33326.5,0,Collision
21,\N,22,0.0,\N,1:21.811,0.0,11,0,0,10,24482.0,0,Collision
9,\N,21,0.0,\N,1:19.056,5.0,8,0,0,3,21318.5,0,Collision
5,\N,20,0.0,\N,1:54.757,61.0,6,0,0,3,23507.5,0,Collision
13,\N,21,0.0,\N,1:43.863,402.0,1,8,0,6,22931.666666666668,0,Collision
14,20,20,0.0,\N,1:44.095,62.0,6,0,0,10,35852.0,0,Collision
15,\N,19,0.0,\N,1:40.698,0.0,9,0,0,3,25588.0,0,Collision
22,\N,22,0.0,\N,1:41.791,0.0,9,0,0,3,33020.0,0,Collision
13,11,11,0.0,\N,1:19.491,77.0,4,0,0,1,23907.0,0,Collision
5,12,12,0.0,\N,1:18.504,58.0,6,0,0,3,25980.5,0,Collision
11,\N,20,0.0,\N,1:53.868,69.0,5,0,0,1,30868.0,0,Collision
3,12,12,0.0,\N,1:41.134,220.0,3,0,0,1,30316.0,0,Collision
11,\N,21,0.0,\N,1:32.553,0.0,9,0,0,1,21796.0,0,Collision
17,\N,16,0.0,\N,1:21.342,0.0,10,0,0,6,28984.333333333332,0,Collision
20,\N,21,0.0,\N,1:31.265,2.0,10,0,0,1,25395.0,0,Collision
13,\N,18,0.0,\N,1:26.767,136.0,5,0,0,10,888693.5,0,Collision
12,\N,17,0.0,\N,1:36.303,16.0,5,0,0,1,24915.0,0,Collision
16,\N,16,0.0,\N,1:38.026,12.0,6,0,0,1,25001.0,0,Collision
20,\N,18,0.0,\N,1:27.554,0.0,10,0,0,1,22547.0,0,Collision
18,\N,19,0.0,\N,1:18.034,4.0,9,0,0,1,25813.0,0,Collision
14,\N,19,0.0,\N,1:47.073,5.0,10,0,0,1,31334.0,0,Collision
5,\N,16,0.0,\N,1:45.771,55.0,3,1,0,1,19765.0,0,Collision
4,\N,17,0.0,\N,1:45.419,55.0,3,1,1,1,19925.0,0,Collision
15,\N,19,0.0,\N,1:17.172,19.0,7,0,0,1,24326.0,0,Collision
14,\N,18,0.0,\N,1:17.710,11.0,9,0,0,1,23870.0,0,Collision
16,\N,17,0.0,\N,1:34.602,70.0,4,0,0,3,28576.0,0,Collision
8,\N,16,0.0,\N,1:34.391,51.0,5,0,0,1,29254.0,0,Collision
6,\N,20,0.0,\N,1:15.281,42.0,8,0,0,1,23377.0,0,Collision
11,\N,19,0.0,\N,1:37.975,4.0,9,0,0,6,28837.666666666668,0,Collision
15,18,18,0.0,\N,1:38.346,8.0,7,0,0,6,35633.333333333336,0,Collision
6,\N,19,0.0,\N,1:47.681,4.0,9,0,0,1,21013.0,0,Collision
10,\N,20,0.0,\N,1:46.767,12.0,7,0,0,1,20884.0,0,Collision
10,\N,20,0.0,\N,1:22.561,22.0,4,0,0,1,21579.0,0,Collision
16,\N,19,0.0,\N,1:23.226,17.0,5,0,0,1,23321.0,0,Collision
15,\N,20,0.0,\N,1:19.151,139.0,2,0,0,3,25834.5,0,Collision
14,\N,19,0.0,\N,1:34.350,16.0,9,0,0,1,33562.0,0,Collision
16,\N,20,0.0,\N,1:33.425,16.0,9,0,0,1,32767.0,0,Collision
4,14,14,0.0,\N,1:17.495,217.0,3,2,0,10,22526.5,0,Collision
12,\N,18,0.0,\N,1:47.062,35.0,8,0,0,1,29992.0,0,Collision
18,\N,20,0.0,\N,1:48.285,1.0,10,0,0,1,38752.0,0,Collision
10,\N,19,0.0,\N,1:41.284,68.0,5,0,0,1,36031.0,0,Collision
2,17,17,0.0,\N,1:11.384,479.0,2,3,1,3,23088.5,0,Collision
14,18,18,0.0,\N,1:11.423,479.0,2,3,2,3,23004.0,0,Collision
17,\N,20,0.0,\N,1:34.526,0.0,10,0,0,1,22496.0,0,Collision
13,\N,19,0.0,\N,\N,154.0,4,0,0,1,1154123.0,0,Collision
8,\N,18,0.0,\N,1:28.485,60.0,1,1,0,1,30167.0,0,Collision
12,\N,19,0.0,\N,1:26.543,0.0,9,0,0,1,29983.0,0,Collision
11,17,17,0.0,\N,1:08.420,44.0,6,0,0,3,20963.5,0,Collision
6,\N,15,0.0,\N,\N,163.0,4,0,0,1,38267.0,0,Collision
19,\N,14,0.0,\N,\N,0.0,10,0,0,3,740567.5,0,Collision
4,\N,17,0.0,\N,1:25.870,362.5,1,4,4,1,25619.0,0,Collision
1,\N,18,0.0,\N,1:25.173,344.5,2,8,7,1,32456.0,0,Collision
5,\N,17,0.0,\N,1:34.138,559.5,2,10,1,3,511664.5,0,Collision
14,\N,19,0.0,\N,1:36.130,23.0,8,0,0,3,521067.0,0,Collision
20,\N,18,0.0,\N,1:37.043,0.0,10,0,0,1,1019226.0,0,Collision
0,17,17,0.0,\N,1:33.479,6.0,9,0,0,1,19861.0,0,Collision
8,\N,19,0.0,\N,1:33.411,46.0,4,0,0,1,19986.0,0,Collision
5,\N,18,0.0,\N,1:43.080,49.0,7,0,0,1,25417.0,0,Collision
15,15,15,0.0,\N,1:21.183,1.0,9,0,0,10,438992.75,0,Collision
9,13,13,0.0,\N,1:20.995,8.0,6,0,0,3,901103.0,0,Collision
11,14,14,0.0,\N,1:21.203,8.0,6,0,0,6,611929.6666666666,0,Collision
18,16,16,0.0,\N,1:21.456,1.0,10,0,0,21,300132.8333333333,0,Collision
8,17,17,0.0,\N,1:41.054,30.0,4,0,0,6,24852.0,0,Accident
16,\N,21,0.0,\N,1:43.298,6.0,5,0,0,1,23597.0,0,Accident
22,\N,19,0.0,\N,1:45.346,0.0,10,0,0,3,25334.0,0,Accident
15,\N,23,0.0,\N,1:30.618,0.0,10,0,0,6,21631.333333333332,0,Accident
6,\N,21,0.0,\N,1:20.202,93.0,3,0,0,1,26615.0,0,Accident
8,18,18,0.0,\N,1:18.904,2.0,9,0,0,3,26077.5,0,Accident
9,\N,20,0.0,\N,1:25.135,60.0,4,0,0,3,23238.5,0,Accident
11,18,18,0.0,\N,1:19.395,10.0,8,0,0,10,22194.0,0,Accident
14,\N,21,0.0,\N,1:30.171,10.0,8,0,0,10,23497.25,0,Accident
19,\N,21,0.0,\N,1:40.224,17.0,7,0,0,3,25449.5,0,Accident
8,\N,23,0.0,\N,1:53.096,114.0,4,0,0,3,29541.5,0,Accident
16,21,21,0.0,\N,1:53.676,29.0,8,0,0,6,29027.666666666668,0,Accident
8,13,13,0.0,\N,1:30.254,0.0,9,0,0,3,23296.5,0,Accident
11,\N,21,0.0,\N,1:25.480,41.0,7,0,0,1,28390.0,0,Accident
23,\N,23,0.0,\N,1:58.507,0.0,12,0,0,1,32436.0,0,Accident
8,\N,24,0.0,\N,1:32.208,116.0,6,0,0,3,22922.0,0,Accident
22,\N,23,0.0,\N,1:32.864,0.0,12,0,0,1,23830.0,0,Accident
10,19,19,0.0,\N,1:19.314,109.0,7,0,0,6,24029.666666666668,0,Accident
12,20,20,0.0,\N,1:28.231,8.0,7,0,0,10,23886.25,0,Accident
21,\N,21,0.0,\N,1:20.064,123.0,2,2,0,1,25331.0,0,Accident
15,20,20,0.0,\N,1:19.478,5.0,8,0,0,3,21770.5,0,Accident
17,20,20,0.0,\N,1:50.739,62.0,6,0,0,3,29722.0,0,Accident
9,\N,22,0.0,\N,1:53.052,31.0,7,0,0,1,32097.0,0,Accident
13,\N,21,0.0,\N,1:16.840,5.0,9,0,0,3,23930.5,0,Accident
17,\N,15,0.0,\N,1:21.146,0.0,10,0,0,1,25906.0,0,Accident
18,\N,18,0.0,\N,1:21.761,0.0,10,0,0,1,33207.0,0,Accident
14,\N,21,0.0,\N,1:46.312,8.0,8,0,0,1,23979.0,0,Accident
12,\N,19,0.0,\N,1:30.280,98.0,5,0,0,1,25535.0,0,Accident
9,\N,20,0.0,\N,1:41.151,98.0,5,0,0,1,24040.0,0,Accident
